"violation_id","plate_number","violation_type","violation_time","fine_amount","points_deducted","road_id","device_id","violation_location","violation_img","warning_level","dispose_status","dispose_time","dispose_user","create_time"
"1518","豫A1028","酒驾","3/4/2024 20:00:00","1300","12","5","9","郑州市航空港区迎宾大道","/img/violation_748.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1519","豫A1069","无证驾驶","6/8/2024 23:00:00","800","12","4","10","郑州市经开区航海东路","/img/violation_1749.jpg","ORANGE","1","18/3/2024 06:00:00","5","2/1/2026 15:25:02"
"1520","豫A1029","无证驾驶","3/4/2024 23:00:00","800","12","6","10","郑州市经开区航海东路","/img/violation_749.jpg","ORANGE","1","5/2/2024 14:00:00","5","2/1/2026 15:25:02"
"1521","豫A1050","违法停车","4/8/2024 14:00:00","50","0","3","11","郑州市金水区花园路农业路口","/img/violation_1730.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1522","豫A1010","违法停车","1/4/2024 14:00:00","50","0","5","11","郑州市金水区花园路农业路口","/img/violation_730.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1523","豫A1051","未系安全带","4/8/2024 17:00:00","100","2","4","12","郑州市金水区经三路东风路","/img/violation_1731.jpg","BLUE","1","17/3/2024 12:00:00","2","2/1/2026 15:25:02"
"1524","豫A1011","未系安全带","1/4/2024 17:00:00","100","2","6","12","郑州市金水区经三路东风路","/img/violation_731.jpg","BLUE","1","4/2/2024 20:00:00","2","2/1/2026 15:25:02"
"1525","豫A1052","酒驾","4/8/2024 20:00:00","1300","12","5","13","郑州市二七区大学路中原路口","/img/violation_1732.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1526","豫A1012","酒驾","1/4/2024 20:00:00","1300","12","1","13","郑州市二七区大学路中原路口","/img/violation_732.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1527","豫A1053","无证驾驶","4/8/2024 23:00:00","800","12","6","14","郑州市中原区建设路嵩山路","/img/violation_1733.jpg","ORANGE","1","17/3/2024 14:00:00","4","2/1/2026 15:25:02"
"1528","豫A1013","无证驾驶","1/4/2024 23:00:00","800","12","2","14","郑州市中原区建设路嵩山路","/img/violation_733.jpg","ORANGE","1","4/2/2024 22:00:00","4","2/1/2026 15:25:02"
"1529","豫A1054","占用应急车道","5/8/2024 02:00:00","500","6","1","15","郑州市管城回族区紫荆山路","/img/violation_1734.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1530","豫A1014","占用应急车道","2/4/2024 02:00:00","500","6","3","15","郑州市管城回族区紫荆山路","/img/violation_734.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1531","豫A1055","违法变道","5/8/2024 05:00:00","100","2","2","16","郑州市郑东新区商务内环路","/img/violation_1735.jpg","BLUE","1","17/3/2024 16:00:00","1","2/1/2026 15:25:02"
"1532","豫A1015","违法变道","2/4/2024 05:00:00","100","2","4","16","郑州市郑东新区商务内环路","/img/violation_735.jpg","BLUE","1","5/2/2024 00:00:00","1","2/1/2026 15:25:02"
"1533","豫A1056","闯红灯","5/8/2024 08:00:00","300","6","3","17","郑州市高新区科学大道","/img/violation_1736.jpg","RED","0",,,"2/1/2026 15:25:02"
"1534","豫A1016","闯红灯","2/4/2024 08:00:00","300","6","5","17","郑州市高新区科学大道","/img/violation_736.jpg","RED","0",,,"2/1/2026 15:25:02"
"1535","豫A1057","超速行驶","5/8/2024 11:00:00","150","3","4","18","郑州市惠济区文化路北段","/img/violation_1737.jpg","BLUE","1","17/3/2024 18:00:00","3","2/1/2026 15:25:02"
"1536","豫A1017","超速行驶","2/4/2024 11:00:00","150","3","6","18","郑州市惠济区文化路北段","/img/violation_737.jpg","BLUE","1","5/2/2024 02:00:00","3","2/1/2026 15:25:02"
"1537","豫A1058","违法停车","5/8/2024 14:00:00","50","0","5","19","郑州市航空港区迎宾大道","/img/violation_1738.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1538","豫A1018","违法停车","2/4/2024 14:00:00","50","0","1","19","郑州市航空港区迎宾大道","/img/violation_738.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1539","豫A1059","未系安全带","5/8/2024 17:00:00","100","2","6","20","郑州市经开区航海东路","/img/violation_1739.jpg","BLUE","1","17/3/2024 20:00:00","5","2/1/2026 15:25:02"
"1540","豫A1019","未系安全带","2/4/2024 17:00:00","100","2","2","20","郑州市经开区航海东路","/img/violation_739.jpg","BLUE","1","5/2/2024 04:00:00","5","2/1/2026 15:25:02"
"1541","豫A1040","闯红灯","3/8/2024 08:00:00","300","6","5","1","郑州市金水区花园路农业路口","/img/violation_1720.jpg","RED","0",,,"2/1/2026 15:25:02"
"1542","豫A1000","闯红灯","31/3/2024 08:00:00","300","6","1","1","郑州市金水区花园路农业路口","/img/violation_720.jpg","RED","0",,,"2/1/2026 15:25:02"
"1543","豫A1041","超速行驶","3/8/2024 11:00:00","150","3","6","2","郑州市金水区经三路东风路","/img/violation_1721.jpg","BLUE","1","17/3/2024 02:00:00","2","2/1/2026 15:25:02"
"1544","豫A1001","超速行驶","31/3/2024 11:00:00","150","3","2","2","郑州市金水区经三路东风路","/img/violation_721.jpg","BLUE","1","4/2/2024 10:00:00","2","2/1/2026 15:25:02"
"1545","豫A1042","违法停车","3/8/2024 14:00:00","50","0","1","3","郑州市二七区大学路中原路口","/img/violation_1722.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1546","豫A1002","违法停车","31/3/2024 14:00:00","50","0","3","3","郑州市二七区大学路中原路口","/img/violation_722.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1547","豫A1043","未系安全带","3/8/2024 17:00:00","100","2","2","4","郑州市中原区建设路嵩山路","/img/violation_1723.jpg","BLUE","1","17/3/2024 04:00:00","4","2/1/2026 15:25:02"
"1548","豫A1003","未系安全带","31/3/2024 17:00:00","100","2","4","4","郑州市中原区建设路嵩山路","/img/violation_723.jpg","BLUE","1","4/2/2024 12:00:00","4","2/1/2026 15:25:02"
"1549","豫A1044","酒驾","3/8/2024 20:00:00","1300","12","3","5","郑州市管城回族区紫荆山路","/img/violation_1724.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1550","豫A1004","酒驾","31/3/2024 20:00:00","1300","12","5","5","郑州市管城回族区紫荆山路","/img/violation_724.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1551","豫A1045","无证驾驶","3/8/2024 23:00:00","800","12","4","6","郑州市郑东新区商务内环路","/img/violation_1725.jpg","ORANGE","1","17/3/2024 06:00:00","1","2/1/2026 15:25:02"
"1552","豫A1005","无证驾驶","31/3/2024 23:00:00","800","12","6","6","郑州市郑东新区商务内环路","/img/violation_725.jpg","ORANGE","1","4/2/2024 14:00:00","1","2/1/2026 15:25:02"
"1553","豫A1046","占用应急车道","4/8/2024 02:00:00","500","6","5","7","郑州市高新区科学大道","/img/violation_1726.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1554","豫A1006","占用应急车道","1/4/2024 02:00:00","500","6","1","7","郑州市高新区科学大道","/img/violation_726.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1555","豫A1047","违法变道","4/8/2024 05:00:00","100","2","6","8","郑州市惠济区文化路北段","/img/violation_1727.jpg","BLUE","1","17/3/2024 08:00:00","3","2/1/2026 15:25:02"
"1556","豫A1007","违法变道","1/4/2024 05:00:00","100","2","2","8","郑州市惠济区文化路北段","/img/violation_727.jpg","BLUE","1","4/2/2024 16:00:00","3","2/1/2026 15:25:02"
"1557","豫A1048","闯红灯","4/8/2024 08:00:00","300","6","1","9","郑州市航空港区迎宾大道","/img/violation_1728.jpg","RED","0",,,"2/1/2026 15:25:02"
"1558","豫A1008","闯红灯","1/4/2024 08:00:00","300","6","3","9","郑州市航空港区迎宾大道","/img/violation_728.jpg","RED","0",,,"2/1/2026 15:25:02"
"1559","豫A1049","超速行驶","4/8/2024 11:00:00","150","3","2","10","郑州市经开区航海东路","/img/violation_1729.jpg","BLUE","1","17/3/2024 10:00:00","5","2/1/2026 15:25:02"
"1560","豫A1009","超速行驶","1/4/2024 11:00:00","150","3","4","10","郑州市经开区航海东路","/img/violation_729.jpg","BLUE","1","4/2/2024 18:00:00","5","2/1/2026 15:25:02"
"1561","豫A1030","占用应急车道","2/8/2024 02:00:00","500","6","1","11","郑州市金水区花园路农业路口","/img/violation_1710.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1562","豫A1070","占用应急车道","30/3/2024 02:00:00","500","6","3","11","郑州市金水区花园路农业路口","/img/violation_710.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1563","豫A1031","违法变道","2/8/2024 05:00:00","100","2","2","12","郑州市金水区经三路东风路","/img/violation_1711.jpg","BLUE","1","16/3/2024 16:00:00","2","2/1/2026 15:25:02"
"1564","豫A1071","违法变道","30/3/2024 05:00:00","100","2","4","12","郑州市金水区经三路东风路","/img/violation_711.jpg","BLUE","1","4/2/2024 00:00:00","2","2/1/2026 15:25:02"
"1565","豫A1032","闯红灯","2/8/2024 08:00:00","300","6","3","13","郑州市二七区大学路中原路口","/img/violation_1712.jpg","RED","0",,,"2/1/2026 15:25:02"
"1566","豫A1072","闯红灯","30/3/2024 08:00:00","300","6","5","13","郑州市二七区大学路中原路口","/img/violation_712.jpg","RED","0",,,"2/1/2026 15:25:02"
"1567","豫A1033","超速行驶","2/8/2024 11:00:00","150","3","4","14","郑州市中原区建设路嵩山路","/img/violation_1713.jpg","BLUE","1","16/3/2024 18:00:00","4","2/1/2026 15:25:02"
"1568","豫A1073","超速行驶","30/3/2024 11:00:00","150","3","6","14","郑州市中原区建设路嵩山路","/img/violation_713.jpg","BLUE","1","4/2/2024 02:00:00","4","2/1/2026 15:25:02"
"1569","豫A1034","违法停车","2/8/2024 14:00:00","50","0","5","15","郑州市管城回族区紫荆山路","/img/violation_1714.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1570","豫A1074","违法停车","30/3/2024 14:00:00","50","0","1","15","郑州市管城回族区紫荆山路","/img/violation_714.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1571","豫A1035","未系安全带","2/8/2024 17:00:00","100","2","6","16","郑州市郑东新区商务内环路","/img/violation_1715.jpg","BLUE","1","16/3/2024 20:00:00","1","2/1/2026 15:25:02"
"1572","豫A1075","未系安全带","30/3/2024 17:00:00","100","2","2","16","郑州市郑东新区商务内环路","/img/violation_715.jpg","BLUE","1","4/2/2024 04:00:00","1","2/1/2026 15:25:02"
"1573","豫A1036","酒驾","2/8/2024 20:00:00","1300","12","1","17","郑州市高新区科学大道","/img/violation_1716.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1574","豫A1076","酒驾","30/3/2024 20:00:00","1300","12","3","17","郑州市高新区科学大道","/img/violation_716.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1575","豫A1037","无证驾驶","2/8/2024 23:00:00","800","12","2","18","郑州市惠济区文化路北段","/img/violation_1717.jpg","ORANGE","1","16/3/2024 22:00:00","3","2/1/2026 15:25:02"
"1576","豫A1077","无证驾驶","30/3/2024 23:00:00","800","12","4","18","郑州市惠济区文化路北段","/img/violation_717.jpg","ORANGE","1","4/2/2024 06:00:00","3","2/1/2026 15:25:02"
"1577","豫A1038","占用应急车道","3/8/2024 02:00:00","500","6","3","19","郑州市航空港区迎宾大道","/img/violation_1718.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1578","豫A1078","占用应急车道","31/3/2024 02:00:00","500","6","5","19","郑州市航空港区迎宾大道","/img/violation_718.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1579","豫A1039","违法变道","3/8/2024 05:00:00","100","2","4","20","郑州市经开区航海东路","/img/violation_1719.jpg","BLUE","1","17/3/2024 00:00:00","5","2/1/2026 15:25:02"
"1580","豫A1079","违法变道","31/3/2024 05:00:00","100","2","6","20","郑州市经开区航海东路","/img/violation_719.jpg","BLUE","1","4/2/2024 08:00:00","5","2/1/2026 15:25:02"
"1581","豫A1020","酒驾","31/7/2024 20:00:00","1300","12","3","1","郑州市金水区花园路农业路口","/img/violation_1700.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1582","豫A1060","酒驾","28/3/2024 20:00:00","1300","12","5","1","郑州市金水区花园路农业路口","/img/violation_700.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1583","豫A1021","无证驾驶","31/7/2024 23:00:00","800","12","4","2","郑州市金水区经三路东风路","/img/violation_1701.jpg","ORANGE","1","16/3/2024 06:00:00","2","2/1/2026 15:25:02"
"1584","豫A1061","无证驾驶","28/3/2024 23:00:00","800","12","6","2","郑州市金水区经三路东风路","/img/violation_701.jpg","ORANGE","1","3/2/2024 14:00:00","2","2/1/2026 15:25:02"
"1585","豫A1022","占用应急车道","1/8/2024 02:00:00","500","6","5","3","郑州市二七区大学路中原路口","/img/violation_1702.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1586","豫A1062","占用应急车道","29/3/2024 02:00:00","500","6","1","3","郑州市二七区大学路中原路口","/img/violation_702.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1587","豫A1023","违法变道","1/8/2024 05:00:00","100","2","6","4","郑州市中原区建设路嵩山路","/img/violation_1703.jpg","BLUE","1","16/3/2024 08:00:00","4","2/1/2026 15:25:02"
"1588","豫A1063","违法变道","29/3/2024 05:00:00","100","2","2","4","郑州市中原区建设路嵩山路","/img/violation_703.jpg","BLUE","1","3/2/2024 16:00:00","4","2/1/2026 15:25:02"
"1589","豫A1024","闯红灯","1/8/2024 08:00:00","300","6","1","5","郑州市管城回族区紫荆山路","/img/violation_1704.jpg","RED","0",,,"2/1/2026 15:25:02"
"1590","豫A1064","闯红灯","29/3/2024 08:00:00","300","6","3","5","郑州市管城回族区紫荆山路","/img/violation_704.jpg","RED","0",,,"2/1/2026 15:25:02"
"1591","豫A1025","超速行驶","1/8/2024 11:00:00","150","3","2","6","郑州市郑东新区商务内环路","/img/violation_1705.jpg","BLUE","1","16/3/2024 10:00:00","1","2/1/2026 15:25:02"
"1592","豫A1065","超速行驶","29/3/2024 11:00:00","150","3","4","6","郑州市郑东新区商务内环路","/img/violation_705.jpg","BLUE","1","3/2/2024 18:00:00","1","2/1/2026 15:25:02"
"1593","豫A1026","违法停车","1/8/2024 14:00:00","50","0","3","7","郑州市高新区科学大道","/img/violation_1706.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1594","豫A1066","违法停车","29/3/2024 14:00:00","50","0","5","7","郑州市高新区科学大道","/img/violation_706.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1595","豫A1027","未系安全带","1/8/2024 17:00:00","100","2","4","8","郑州市惠济区文化路北段","/img/violation_1707.jpg","BLUE","1","16/3/2024 12:00:00","3","2/1/2026 15:25:02"
"1596","豫A1067","未系安全带","29/3/2024 17:00:00","100","2","6","8","郑州市惠济区文化路北段","/img/violation_707.jpg","BLUE","1","3/2/2024 20:00:00","3","2/1/2026 15:25:02"
"1597","豫A1028","酒驾","1/8/2024 20:00:00","1300","12","5","9","郑州市航空港区迎宾大道","/img/violation_1708.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1598","豫A1068","酒驾","29/3/2024 20:00:00","1300","12","1","9","郑州市航空港区迎宾大道","/img/violation_708.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1599","豫A1029","无证驾驶","1/8/2024 23:00:00","800","12","6","10","郑州市经开区航海东路","/img/violation_1709.jpg","ORANGE","1","16/3/2024 14:00:00","5","2/1/2026 15:25:02"
"1600","豫A1069","无证驾驶","29/3/2024 23:00:00","800","12","2","10","郑州市经开区航海东路","/img/violation_709.jpg","ORANGE","1","3/2/2024 22:00:00","5","2/1/2026 15:25:02"
"1601","豫A1050","违法停车","24/8/2024 14:00:00","50","0","1","11","郑州市金水区花园路农业路口","/img/violation_1890.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1602","豫A1010","违法停车","21/4/2024 14:00:00","50","0","3","11","郑州市金水区花园路农业路口","/img/violation_890.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1603","豫A1051","未系安全带","24/8/2024 17:00:00","100","2","2","12","郑州市金水区经三路东风路","/img/violation_1891.jpg","BLUE","1","24/3/2024 04:00:00","2","2/1/2026 15:25:02"
"1604","豫A1011","未系安全带","21/4/2024 17:00:00","100","2","4","12","郑州市金水区经三路东风路","/img/violation_891.jpg","BLUE","1","11/2/2024 12:00:00","2","2/1/2026 15:25:02"
"1605","豫A1052","酒驾","24/8/2024 20:00:00","1300","12","3","13","郑州市二七区大学路中原路口","/img/violation_1892.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1606","豫A1012","酒驾","21/4/2024 20:00:00","1300","12","5","13","郑州市二七区大学路中原路口","/img/violation_892.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1607","豫A1053","无证驾驶","24/8/2024 23:00:00","800","12","4","14","郑州市中原区建设路嵩山路","/img/violation_1893.jpg","ORANGE","1","24/3/2024 06:00:00","4","2/1/2026 15:25:02"
"1608","豫A1013","无证驾驶","21/4/2024 23:00:00","800","12","6","14","郑州市中原区建设路嵩山路","/img/violation_893.jpg","ORANGE","1","11/2/2024 14:00:00","4","2/1/2026 15:25:02"
"1609","豫A1054","占用应急车道","25/8/2024 02:00:00","500","6","5","15","郑州市管城回族区紫荆山路","/img/violation_1894.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1610","豫A1014","占用应急车道","22/4/2024 02:00:00","500","6","1","15","郑州市管城回族区紫荆山路","/img/violation_894.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1611","豫A1055","违法变道","25/8/2024 05:00:00","100","2","6","16","郑州市郑东新区商务内环路","/img/violation_1895.jpg","BLUE","1","24/3/2024 08:00:00","1","2/1/2026 15:25:02"
"1612","豫A1015","违法变道","22/4/2024 05:00:00","100","2","2","16","郑州市郑东新区商务内环路","/img/violation_895.jpg","BLUE","1","11/2/2024 16:00:00","1","2/1/2026 15:25:02"
"1613","豫A1056","闯红灯","25/8/2024 08:00:00","300","6","1","17","郑州市高新区科学大道","/img/violation_1896.jpg","RED","0",,,"2/1/2026 15:25:02"
"1614","豫A1016","闯红灯","22/4/2024 08:00:00","300","6","3","17","郑州市高新区科学大道","/img/violation_896.jpg","RED","0",,,"2/1/2026 15:25:02"
"1615","豫A1057","超速行驶","25/8/2024 11:00:00","150","3","2","18","郑州市惠济区文化路北段","/img/violation_1897.jpg","BLUE","1","24/3/2024 10:00:00","3","2/1/2026 15:25:02"
"1616","豫A1017","超速行驶","22/4/2024 11:00:00","150","3","4","18","郑州市惠济区文化路北段","/img/violation_897.jpg","BLUE","1","11/2/2024 18:00:00","3","2/1/2026 15:25:02"
"1617","豫A1058","违法停车","25/8/2024 14:00:00","50","0","3","19","郑州市航空港区迎宾大道","/img/violation_1898.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1618","豫A1018","违法停车","22/4/2024 14:00:00","50","0","5","19","郑州市航空港区迎宾大道","/img/violation_898.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1619","豫A1059","未系安全带","25/8/2024 17:00:00","100","2","4","20","郑州市经开区航海东路","/img/violation_1899.jpg","BLUE","1","24/3/2024 12:00:00","5","2/1/2026 15:25:02"
"1620","豫A1019","未系安全带","22/4/2024 17:00:00","100","2","6","20","郑州市经开区航海东路","/img/violation_899.jpg","BLUE","1","11/2/2024 20:00:00","5","2/1/2026 15:25:02"
"1621","豫A1040","闯红灯","23/8/2024 08:00:00","300","6","3","1","郑州市金水区花园路农业路口","/img/violation_1880.jpg","RED","0",,,"2/1/2026 15:25:02"
"1622","豫A1000","闯红灯","20/4/2024 08:00:00","300","6","5","1","郑州市金水区花园路农业路口","/img/violation_880.jpg","RED","0",,,"2/1/2026 15:25:02"
"1623","豫A1041","超速行驶","23/8/2024 11:00:00","150","3","4","2","郑州市金水区经三路东风路","/img/violation_1881.jpg","BLUE","1","23/3/2024 18:00:00","2","2/1/2026 15:25:02"
"1624","豫A1001","超速行驶","20/4/2024 11:00:00","150","3","6","2","郑州市金水区经三路东风路","/img/violation_881.jpg","BLUE","1","11/2/2024 02:00:00","2","2/1/2026 15:25:02"
"1625","豫A1042","违法停车","23/8/2024 14:00:00","50","0","5","3","郑州市二七区大学路中原路口","/img/violation_1882.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1626","豫A1002","违法停车","20/4/2024 14:00:00","50","0","1","3","郑州市二七区大学路中原路口","/img/violation_882.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1627","豫A1043","未系安全带","23/8/2024 17:00:00","100","2","6","4","郑州市中原区建设路嵩山路","/img/violation_1883.jpg","BLUE","1","23/3/2024 20:00:00","4","2/1/2026 15:25:02"
"1628","豫A1003","未系安全带","20/4/2024 17:00:00","100","2","2","4","郑州市中原区建设路嵩山路","/img/violation_883.jpg","BLUE","1","11/2/2024 04:00:00","4","2/1/2026 15:25:02"
"1629","豫A1044","酒驾","23/8/2024 20:00:00","1300","12","1","5","郑州市管城回族区紫荆山路","/img/violation_1884.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1630","豫A1004","酒驾","20/4/2024 20:00:00","1300","12","3","5","郑州市管城回族区紫荆山路","/img/violation_884.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1631","豫A1045","无证驾驶","23/8/2024 23:00:00","800","12","2","6","郑州市郑东新区商务内环路","/img/violation_1885.jpg","ORANGE","1","23/3/2024 22:00:00","1","2/1/2026 15:25:02"
"1632","豫A1005","无证驾驶","20/4/2024 23:00:00","800","12","4","6","郑州市郑东新区商务内环路","/img/violation_885.jpg","ORANGE","1","11/2/2024 06:00:00","1","2/1/2026 15:25:02"
"1633","豫A1046","占用应急车道","24/8/2024 02:00:00","500","6","3","7","郑州市高新区科学大道","/img/violation_1886.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1634","豫A1006","占用应急车道","21/4/2024 02:00:00","500","6","5","7","郑州市高新区科学大道","/img/violation_886.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1635","豫A1047","违法变道","24/8/2024 05:00:00","100","2","4","8","郑州市惠济区文化路北段","/img/violation_1887.jpg","BLUE","1","24/3/2024 00:00:00","3","2/1/2026 15:25:02"
"1636","豫A1007","违法变道","21/4/2024 05:00:00","100","2","6","8","郑州市惠济区文化路北段","/img/violation_887.jpg","BLUE","1","11/2/2024 08:00:00","3","2/1/2026 15:25:02"
"1637","豫A1048","闯红灯","24/8/2024 08:00:00","300","6","5","9","郑州市航空港区迎宾大道","/img/violation_1888.jpg","RED","0",,,"2/1/2026 15:25:02"
"1638","豫A1008","闯红灯","21/4/2024 08:00:00","300","6","1","9","郑州市航空港区迎宾大道","/img/violation_888.jpg","RED","0",,,"2/1/2026 15:25:02"
"1639","豫A1049","超速行驶","24/8/2024 11:00:00","150","3","6","10","郑州市经开区航海东路","/img/violation_1889.jpg","BLUE","1","24/3/2024 02:00:00","5","2/1/2026 15:25:02"
"1640","豫A1009","超速行驶","21/4/2024 11:00:00","150","3","2","10","郑州市经开区航海东路","/img/violation_889.jpg","BLUE","1","11/2/2024 10:00:00","5","2/1/2026 15:25:02"
"1641","豫A1030","占用应急车道","22/8/2024 02:00:00","500","6","5","11","郑州市金水区花园路农业路口","/img/violation_1870.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1642","豫A1070","占用应急车道","19/4/2024 02:00:00","500","6","1","11","郑州市金水区花园路农业路口","/img/violation_870.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1643","豫A1031","违法变道","22/8/2024 05:00:00","100","2","6","12","郑州市金水区经三路东风路","/img/violation_1871.jpg","BLUE","1","23/3/2024 08:00:00","2","2/1/2026 15:25:02"
"1644","豫A1071","违法变道","19/4/2024 05:00:00","100","2","2","12","郑州市金水区经三路东风路","/img/violation_871.jpg","BLUE","1","10/2/2024 16:00:00","2","2/1/2026 15:25:02"
"1645","豫A1032","闯红灯","22/8/2024 08:00:00","300","6","1","13","郑州市二七区大学路中原路口","/img/violation_1872.jpg","RED","0",,,"2/1/2026 15:25:02"
"1646","豫A1072","闯红灯","19/4/2024 08:00:00","300","6","3","13","郑州市二七区大学路中原路口","/img/violation_872.jpg","RED","0",,,"2/1/2026 15:25:02"
"1647","豫A1033","超速行驶","22/8/2024 11:00:00","150","3","2","14","郑州市中原区建设路嵩山路","/img/violation_1873.jpg","BLUE","1","23/3/2024 10:00:00","4","2/1/2026 15:25:02"
"1648","豫A1073","超速行驶","19/4/2024 11:00:00","150","3","4","14","郑州市中原区建设路嵩山路","/img/violation_873.jpg","BLUE","1","10/2/2024 18:00:00","4","2/1/2026 15:25:02"
"1649","豫A1034","违法停车","22/8/2024 14:00:00","50","0","3","15","郑州市管城回族区紫荆山路","/img/violation_1874.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1650","豫A1074","违法停车","19/4/2024 14:00:00","50","0","5","15","郑州市管城回族区紫荆山路","/img/violation_874.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"1651","豫A1035","未系安全带","22/8/2024 17:00:00","100","2","4","16","郑州市郑东新区商务内环路","/img/violation_1875.jpg","BLUE","1","23/3/2024 12:00:00","1","2/1/2026 15:25:02"
"1652","豫A1075","未系安全带","19/4/2024 17:00:00","100","2","6","16","郑州市郑东新区商务内环路","/img/violation_875.jpg","BLUE","1","10/2/2024 20:00:00","1","2/1/2026 15:25:02"
"1653","豫A1036","酒驾","22/8/2024 20:00:00","1300","12","5","17","郑州市高新区科学大道","/img/violation_1876.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1654","豫A1076","酒驾","19/4/2024 20:00:00","1300","12","1","17","郑州市高新区科学大道","/img/violation_876.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1655","豫A1037","无证驾驶","22/8/2024 23:00:00","800","12","6","18","郑州市惠济区文化路北段","/img/violation_1877.jpg","ORANGE","1","23/3/2024 14:00:00","3","2/1/2026 15:25:02"
"1656","豫A1077","无证驾驶","19/4/2024 23:00:00","800","12","2","18","郑州市惠济区文化路北段","/img/violation_877.jpg","ORANGE","1","10/2/2024 22:00:00","3","2/1/2026 15:25:02"
"1657","豫A1038","占用应急车道","23/8/2024 02:00:00","500","6","1","19","郑州市航空港区迎宾大道","/img/violation_1878.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1658","豫A1078","占用应急车道","20/4/2024 02:00:00","500","6","3","19","郑州市航空港区迎宾大道","/img/violation_878.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"1659","豫A1039","违法变道","23/8/2024 05:00:00","100","2","2","20","郑州市经开区航海东路","/img/violation_1879.jpg","BLUE","1","23/3/2024 16:00:00","5","2/1/2026 15:25:02"
"1660","豫A1079","违法变道","20/4/2024 05:00:00","100","2","4","20","郑州市经开区航海东路","/img/violation_879.jpg","BLUE","1","11/2/2024 00:00:00","5","2/1/2026 15:25:02"
"1661","豫A1020","酒驾","20/8/2024 20:00:00","1300","12","1","1","郑州市金水区花园路农业路口","/img/violation_1860.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1662","豫A1060","酒驾","17/4/2024 20:00:00","1300","12","3","1","郑州市金水区花园路农业路口","/img/violation_860.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"1663","豫A1021","无证驾驶","20/8/2024 23:00:00","800","12","2","2","郑州市金水区经三路东风路","/img/violation_1861.jpg","ORANGE","1","22/3/2024 22:00:00","2","2/1/2026 15:25:02"
"1664","豫A1061","无证驾驶","17/4/2024 23:00:00","800","12","4","2","郑州市金水区经三路东风路","/img/violation_861.jpg","ORANGE","1","10/2/2024 06:00:00","2","2/1/2026 15:25:02"
"1665","豫A1022","占用应急车道","21/8/2024 02:00:00","500","6","3","3","郑州市二七区大学路中原路口","/img/violation_1862.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
